SPMCODE	SECTION	TAXA-Current_determination	LOOK-UP_Authors	ID.modifier	LOOK-UP_WCM-ID	LOOK-UP_Accepted name	LOOK-UP Parent Name	Determined_by	Determined_date	determination_reasoning_notes	Lab_receiving_material	Received_Materials	Type_of_material	Date_received	Institution_Person_sending_material	Ownership_of_Sequence	TAXA.received.as_piped_add_dets	Original_Tube_No	Accession_Num_Voucher	voucher_location	Collectors	Collector_no	TDWG	Country	State_Province_Region_territory	substate	substate rank	Site	habitat	associates	plant-attributes	latitute	longitude	datum	elevation	elevation_source	coordinates_source	photos	Original_project		Specimen_Notes	Imaged	Use_in_NSF-CAREX-1255901_Project	Database_Notes	SPM.EXCLUDE	SPM.DATE.EXCLUSION	SPM.EXCLUSION.NOTES	SEQUENCE_NAME	PERMISSION_TO_USE	temp-sn don't need to check	Include2019GlobalCarex	tipLabels2019	NCBI_geo_loc_name	ETS_NCBI_ACCESSION	ITS_NCBI_ACCESSION	matK_NCBI_ACCESSION	Projects_IncompleteList	SEQUENCED
spm00004471		Carex geophila	Mack.		urn:kew.org:wcs:taxon:226876	accepted		Reznicek			MOR	yes	silica dried material	8/20/2014	Anton Reznicek (MICH)	REZNICEK	Carex|Carex geophila	Carex_MOR_3178	S. Gonzalez & A.A. Reznicek 12273	CIIDIR/MICH	S. Gonzalez & A.A. Reznicek, Jorge Noriega Villa, Sergio Heynes Silerio, Raul Lopez Garcia	12273	MXC	Mexico				Volcan Iztaccihuatl, N slope, above Estacion Forestal Experimental Zoquiapan	Dry hummocks along trail in open Pinus hartwegii forest with grassy understory.		scattered , low, compact clumps; more abundant in Llano Grande, higher up.	19 deg 14'52.6" N	98deg 40'12.1"W							Carex geophila			1								FALSE		Mexico 	CAREX_MOR_09032015B	CAREX_MOR_09032015A	YES- ok edited
spm00004472		Carex echinata subsp. townsendii	(Mack.) Reznicek		urn:kew.org:wcs:taxon:226259	not accepted	Carex townsendii	Reznicek			MOR	yes	silica dried material	8/20/2014	Anton Reznicek (MICH)	REZNICEK	Carex echinata subsp. townsendii	Carex_MOR_3179	S. Gonzalez & A.A. Reznicek 12275	CIIDIR/MICH	S. Gonzalez & A.A. Reznicek, Jorge Noriega Villa, Sergio Heynes Silerio, Raul Lopez Garcia	12275	MXC	Mexico				Volcan Iztaccihuatl, N slope, above Estacion Forestal Experimental Zoquiapan	Small wetland pockets along stream through Pinus hartwegii forest.	Pinus hartwegii, Carex hermannii, C. orizabae, and other Carex and grasses	Forming small clumps, +- loose from short rhizomes, in wet areas along the streambank, both in the open and among trees. Scarce, plants with curved culms +- spreading horizontally; mostly immature.	19 deg 14'32.9"N	98 deg 40'17.6"W							Carex echinata subsp. townsendii			1								FALSE		Mexico 	CAREX_MOR_09032015B	CAREX_MOR_09032015A
spm00004473		Carex orizabae	Liebm.		urn:kew.org:wcs:taxon:229322	accepted		Reznicek			MOR	yes	silica dried material	8/20/2014	Anton Reznicek (MICH)	REZNICEK	Carex orizabae	Carex_MOR_3180	S. Gonzalez & A.A. Reznicek 12274	CIIDIR/MICH	S. Gonzalez & A.A. Reznicek, Jorge Noriega Villa, Sergio Heynes Silerio, Raul Lopez Garcia	12274	MXC	Mexico				Volcan Iztaccihuatl, N slope, above Estacion Forestal Experimental Zoquiapan	Small wetland pockets along stream through Pinus hartwegii forest, but usually in somewhat drier sites.	Pinus hartwegii, Carex hermannii, C. orizabae, and other Carex and grasses	frequent in more or less dense clumps, with strongly ascending culms.	19 deg 14'32.9"N	98 deg 40'17.6"W							Carex orizabae			1								FALSE		Mexico 		CAREX_MOR_09032015A	YES- ok edited
spm00004474		Carex hermannii	Cochrane		urn:kew.org:wcs:taxon:227285	accepted		Reznicek			MOR	yes	silica dried material	8/20/2014	Anton Reznicek (MICH)	REZNICEK	Carex hermannii	Carex_MOR_3181	S. Gonzalez & A.A. Reznicek 12277	CIIDIR/MICH	S. Gonzalez & A.A. Reznicek, Jorge Noriega Villa, Sergio Heynes Silerio, Raul Lopez Garcia	12277	MXC	Mexico				Volcan Iztaccihuatl, N slope, above Estacion Forestal Experimental Zoquiapan	Small wetland pockets along stream through Pinus hartwegii forest.	Pinus hartwegii, Carex hermannii, C. orizabae, and other Carex and grasses	Frequent, forming dense colonies from creeping (but short) rhizomes, culms much shorter than leaves; "normal" sized plants.	19 deg 14'32.9"N	98 deg 40'17.6"W							Carex hermannii			1								FALSE		Mexico 	CAREX_MOR_09032015B	CAREX_MOR_09032015A	? Done- but doesn't match up well with many other seq, blasts to Carex matK though….
spm00004475		Carex curviculmis	Reznicek	still needs to be worked over more carefully	urn:kew.org:wcs:taxon:225814	accepted		Reznicek			MOR	yes	silica dried material	8/20/2014	Anton Reznicek (MICH)	REZNICEK	Carex|Carex curviculmis	Carex_MOR_3182	S. Gonzalez & A.A. Reznicek 12278	CIIDIR/MICH	S. Gonzalez & A.A. Reznicek, Jorge Noriega Villa, Sergio Heynes Silerio, Raul Lopez Garcia	12278	MXC	Mexico				Volcan Iztaccihuatl, N slope, above Estacion Forestal Experimental Zoquiapan	Drier zones on upper bank of stream through open Pinus hartwegii forest, in more or less full sun.		Frequent, plants with short, prostrate and curved culms.	19 deg 14'32.9"N	98 deg 40'17.6"W							Carex curviculmis			1								FALSE		Mexico 	CAREX_MOR_09032015B	CAREX_MOR_09032015A
spm00004476		Carex brachycalama	Griseb.	alpine Paniceae; predominantly S. American	urn:kew.org:wcs:taxon:225063	accepted		Reznicek			MOR	yes	silica dried material	8/20/2014	Anton Reznicek (MICH)	REZNICEK	Carex brachycalama	Carex_MOR_3183	S. Gonzalez & A.A. Reznicek 12279	CIIDIR/MICH	S. Gonzalez & A.A. Reznicek, Jorge Noriega Villa, Sergio Heynes Silerio, Raul Lopez Garcia	12279	MXC	Mexico				Volcan Iztaccihuatl, N slope, above Estacion Forestal Experimental Zoquiapan	Wet, open areas on banks of broad, shallow stream at edge of Ilano, in full sun	Carex curviculmis, and C.hermannii	Very locally forming a more or less dense, low glaucous 'turf', sometimes with Carex curviculmis and C.hermannii.	19 deg 14'32.9"N	98 deg 40'17.6"W							Carex brachycalama			1								FALSE		Mexico 		CAREX_MOR_09032015A
spm00004477		Carex echinata subsp. townsendii	(Mack.) Reznicek		urn:kew.org:wcs:taxon:226259	not accepted	Carex townsendii	Reznicek			MOR	yes	silica dried material	8/20/2014	Anton Reznicek (MICH)	REZNICEK	Carex echinata subsp. townsendii	Carex_MOR_3184	S. Gonzalez & A.A. Reznicek 12283	CIIDIR/MICH	S. Gonzalez & A.A. Reznicek, Jorge Noriega Villa, Sergio Heynes Silerio, Raul Lopez Garcia	12283	MXC	Mexico				Volcan Iztaccihuatl, N slope, above Estacion Forestal Experimental Zoquiapan	Seepy, wet, more or less open area mostly dominated by large tussock grasses on gentle slope in open Pinus hartwegii forest		Sparse in small clumps, in wettest seeps.	19 deg 14'46.8"N	98 deg 40'18"W							Carex echinata subsp. townsendii			1								FALSE		Mexico 	CAREX_MOR_09032015B	CAREX_MOR_09032015A
spm00004478		Carex longicaulis	Boeckeler		urn:kew.org:wcs:taxon:228255	accepted		Reznicek			MOR	yes	silica dried material	8/20/2014	Anton Reznicek (MICH)	REZNICEK	Carex longicaulis	Carex_MOR_3185	S. Gonzalez & A.A. Reznicek 12285	CIIDIR/MICH	S. Gonzalez & A.A. Reznicek, Jorge Noriega Villa, Sergio Heynes Silerio, Raul Lopez Garcia	12285	MXC	Mexico				Volcan Iztaccihuatl, N slope, above Estacion Forestal Experimental Zoquiapan	Open Pinus-Quercus forest, on steep slope. Dryish area along trail, ca. 400 m above Station buildings.		Scarce and scattered	19.2780 N	98.6708 W							Carex longicaulis			1								FALSE		Mexico 	CAREX_MOR_09032015B	CAREX_MOR_09032015A	YES- ok edited
spm00004479		Carex peucophila	Holm		urn:kew.org:wcs:taxon:229701	accepted		Reznicek			MOR	yes	silica dried material	8/20/2014	Anton Reznicek (MICH)	REZNICEK	Carex peucophila	Carex_MOR_3186	S. Gonzalez & A.A. Reznicek 12286	CIIDIR/MICH	S. Gonzalez & A.A. Reznicek, Jorge Noriega Villa, Sergio Heynes Silerio, Raul Lopez Garcia	12286	MXC	Mexico	Morelos			Huitzilac. Parque Nacional Lagunas de Zempoala, on roadside bank (N side of road) opposite entrance.	Moist, sunny, grassy roadside bank.		Frequent locally in small, spreading mats.	19 deg 03'16.4" N	99 deg 18'52.1" W							Carex peucophila			1								FALSE		Mexico: Morelos	CAREX_MOR_09032015B	CAREX_MOR_09032015A	YES- ok edited
spm00004480		Carex marianensis	Stacey		urn:kew.org:wcs:taxon:228508	accepted		Reznicek			MOR	yes	silica dried material	8/20/2014	Anton Reznicek (MICH)	REZNICEK	Carex marianensis	Carex_MOR_3187	S. Gonzalez & A.A. Reznicek 12287	CIIDIR/MICH	S. Gonzalez & A.A. Reznicek, Jorge Noriega Villa, Sergio Heynes Silerio, Raul Lopez Garcia	12287	MXC	Mexico	Morelos			Huitzilac. Parque Nacional Lagunas de Zempoala, on roadside bank (N side of road) opposite entrance.	Moist, sunny, grassy roadside bank.		small colonies of coarse, spreading clumps, mostly immature.	19 deg 03'16.4" N	99 deg 18'52.1"W							Carex marianensis			1								FALSE		Mexico: Morelos	CAREX_MOR_09032015B	CAREX_MOR_09032015A	YES- ok edited
spm00004481		Carex cochranei	Reznicek		urn:kew.org:wcs:taxon:225582	accepted		Reznicek			MOR	yes	silica dried material	8/20/2014	Anton Reznicek (MICH)	REZNICEK	Carex cochranei	Carex_MOR_3188	S. Gonzalez & A.A. Reznicek 12282	CIIDIR/MICH	S. Gonzalez & A.A. Reznicek, Jorge Noriega Villa, Sergio Heynes Silerio, Raul Lopez Garcia	12282	MXC	Mexico	Mexico			Volcan Iztaccihuati, N slope, above Estacion Forestal Experimental Zoquiapan.	Seepy, wet, more or less open area mostly dominated by large tussock grasses on gentle slope in open Pinus hartwegii forest		Very local, seen in one area only, culms and vegetative shoots solitary from thick, long-creeping rhizomes, leaves green, lateal spikes starting to nod, even when immature; old infloresceces (From the previous season) show all lateral spikes nodding.	19 deg 14'46.8"N	98 deg 40'18" W							Carex cochranei			1								FALSE		Mexico: Mexico			YES- ok edited
spm00004482		Carex kelloggii	W.Boott		urn:kew.org:wcs:taxon:227755	not accepted	Carex lenticularis var. lipocarpa	Reznicek			MOR	yes	silica dried material	8/20/2014	Anton Reznicek (MICH)	REZNICEK	Carex kelloggii	Carex_MOR_3189	S. Gonzalez & A.A. Reznicek 12288	CIIDIR/MICH	S. Gonzalez & A.A. Reznicek, Jorge Noriega Villa, Sergio Heynes Silerio, Raul Lopez Garcia	12288	MXC	Mexico	Morelos			Parque Nacional Lagunas de Zempoala, Lago Zempoala, near entrance.	Wet south shore of Lago Zempoala, in shallow water among rocks or wet soil on more gently sloping shore	Eleocharis, Persicaria, Mimulus, Plantago, Rumex, other Carex, etc	Frequent small patches, plants with culms only slightly shorter than vegetative shoots, leaves green; clumps loose from shor-creeping rhizomes.	19 deg 02'58.9" N	99 deg 18'46.9"W							Carex kelloggii			1								FALSE		Mexico: Morelos	CAREX_MOR_09032015B	CAREX_MOR_09032015A	? Done- but doesn't match up well with many other seq, blasts to Carex matK though….
spm00004483		Carex tuberculata	Liebm.		urn:kew.org:wcs:taxon:231731	accepted		Reznicek			MOR	yes	silica dried material	8/20/2014	Anton Reznicek (MICH)	REZNICEK	Carex tuberculata	Carex_MOR_3190	S. Gonzalez & A.A. Reznicek 12289	CIIDIR/MICH	S. Gonzalez & A.A. Reznicek, Jorge Noriega Villa, Sergio Heynes Silerio, Raul Lopez Garcia	12289	MXC	Mexico	Morelos			Parque Nacional Lagunas de Zempoala, Lago Zempoala, near entrance.	Openings and edges of Abies forest above S shore of Lago Zempoala.		Frequent in dense, tall clumps, spikes nodding.	19 deg 02'58.9" N	99 deg 18'46.9"W							Carex tuberculata			1								FALSE		Mexico: Morelos	CAREX_MOR_09032015B	CAREX_MOR_09032015A
spm00004484		Carex hermannii	Cochrane		urn:kew.org:wcs:taxon:227285	accepted		Reznicek			MOR	yes	silica dried material	8/20/2014	Anton Reznicek (MICH)	REZNICEK	Carex hermannii	Carex_MOR_3191	S. Gonzalez & A.A. Reznicek 12290	CIIDIR/MICH	S. Gonzalez & A.A. Reznicek, Jorge Noriega Villa, Sergio Heynes Silerio, Raul Lopez Garcia	12290	MXC	Mexico	Ocuilan de Arteaga			Parque Nacional Laguanas de Zempoala, Lago Zempoala, near entrance	Sunny seep on sloping bank well above shore of lake.		Single small patch; only two fertile culms seen, these more shorter than leaves	19 deg 02'54.2"N	99 deg 18'54.5"W							Carex hermannii			1								FALSE		Mexico: Ocuilan de Arteaga	CAREX_MOR_09032015B	CAREX_MOR_09032015A
spm00004485		Carex brunnipes	Reznicek		urn:kew.org:wcs:taxon:225186	accepted		Reznicek			MOR	yes	silica dried material	8/20/2014	Anton Reznicek (MICH)	REZNICEK	Carex brunnipes	Carex_MOR_3192	S. Gonzalez & A.A. Reznicek 12292	CIIDIR/MICH	S. Gonzalez & A.A. Reznicek, Jorge Noriega Villa, Sergio Heynes Silerio, Raul Lopez Garcia	12292	MXC	Mexico	Ocuilan de Arteaga			Mpio. Oculilan de Arteaga. Streambank along highway, ca. 2.5 km (air) NE of Santa Marta.	Wet streambank, in sunny open area.		very local, in dense large clumps with many culms.	19 deg 04' 32.2"N	99 deg 22' 05.2" W							Carex brunnipes			1								FALSE		Mexico: Ocuilan de Arteaga
spm00004486		Carex anisostachys	Liebm.		urn:kew.org:wcs:taxon:224506	accepted		Reznicek			MOR	yes	silica dried material	8/20/2014	Anton Reznicek (MICH)	REZNICEK	Carex anisostachys	Carex_MOR_3193	S. Gonzalez, Sergio Zamudio,  & A.A. Reznicek 12293	CIIDIR/MICH	S. Gonzalez, Sergio Zamudio,  A.A. Reznicek, Jorge Noriega Villa, Sergio Heynes Silerio, Raul Lopez Garcia	12293	MSX	Mexico	Michoacan			Mpio. Morelia: Bank above stream, just below Cascada de San Miguel del Monte, ca. 2km SE of San Miguel del Monte.	Steep, mossy, sparsely vegetated shady bank in Pine-Oak forest in stream valley		Scarce in small, spreading clumps	19 deg 36' 34.3" N	101 deg 07' 25.9" W							Carex anisostachys			1								FALSE		Mexico: Michoacan	CAREX_MOR_09032015B	CAREX_MOR_09032015A
spm00004487		Carex turbinata	Liebm.		urn:kew.org:wcs:taxon:231749	accepted		Reznicek			MOR	yes	silica dried material	8/20/2014	Anton Reznicek (MICH)	REZNICEK	Carex turbinata	Carex_MOR_3194	S. Gonzalez, Sergio Zamudio,  & A.A. Reznicek 12294	CIIDIR/MICH	S. Gonzalez, Sergio Zamudio,  A.A. Reznicek, Jorge Noriega Villa, Sergio Heynes Silerio, Raul Lopez Garcia	12294	MSX	Mexico	Michoacan			Mpio. Morelia: Bank above stream, just below Cascada de San Miguel del Monte, ca. 2km SE of San Miguel del Monte.	Steep, mossy, sparsely vegetated shady bank in Pine-Oak forest in stream valley		Scarce in very small, hard to see spreading clumps with few inflorescences per clump.	19 deg 36' 34.3" N	101 deg 07' 25.9" W							Carex turbinata			1								FALSE		Mexico: Michoacan	CAREX_MOR_09032015B	CAREX_MOR_09032015A
spm00004488		Carex anisostachys	Liebm.		urn:kew.org:wcs:taxon:224506	accepted		Reznicek			MOR	yes	silica dried material	8/20/2014	Anton Reznicek (MICH)	REZNICEK	Carex anisostachys	Carex_MOR_3195	S. Gonzalez, Sergio Zamudio,  & A.A. Reznicek 12296	CIIDIR/MICH	S. Gonzalez, Sergio Zamudio,  A.A. Reznicek, Jorge Noriega Villa, Sergio Heynes Silerio, Raul Lopez Garcia	12296	MSX	Mexico	Michoacan			Mpio. Morelia: stream valley along road ca. 1km SE of San Miguel del Monte.	Steep bank in open Oak-Pine forest, below cliff.		Scarce in small spreading clumps	19 deg 36' 53.6"N	101 deg 07'29.3"W							Carex anisostachys			1								FALSE		Mexico: Michoacan	CAREX_MOR_09032015B	CAREX_MOR_09032015A
spm00004489	Filifoliae	Carex arsenei	Kük.		urn:kew.org:wcs:taxon:224677	accepted		Reznicek			MOR	yes	silica dried material	8/20/2014	Anton Reznicek (MICH)	REZNICEK	Carex arsenei	Carex_MOR_3196	S. Gonzalez, Sergio Zamudio,  & A.A. Reznicek 12297	CIIDIR/MICH	S. Gonzalez, Sergio Zamudio,  A.A. Reznicek, Jorge Noriega Villa, Sergio Heynes Silerio, Raul Lopez Garcia	12297	MSX	Mexico	Michoacan			Mpio. Morelia: Rocky ledges above road from San Miguel del Monte to Morelia.	Sunny ledges on steep rocky slope, with cacti, dense grasses, xerophytic ferns, etc.		Abundant in dense, more or less erect clumps, the largest and tallest, however, arching or hanging off the ledges.	19 deg 38'05.5"N	101 deg 08'45.5" W							Carex arsenei			1								FALSE		Mexico: Michoacan	CAREX_MOR_09032015B
spm00004490		Carex laevivaginata	(Kük.) Mack.		urn:kew.org:wcs:taxon:227886	accepted		Reznicek			MOR	yes	silica dried material	8/20/2014	Anton Reznicek (MICH)	REZNICEK	Carex laevivaginata	Carex_MOR_3197	S. Gonzalez, Sergio Zamudio,  & A.A. Reznicek 12298	CIIDIR/MICH	S. Gonzalez, Sergio Zamudio,  A.A. Reznicek, Jorge Noriega Villa, Sergio Heynes Silerio, Raul Lopez Garcia	12298	MSX	Mexico	Michoacan			Mpio. Madero. Rancho Buenavista, ca. 3 km (air) NE of Villa Madero.	Very wet, spring and seepy, mucky floor of Alnus stand at bottom of ravine with a small stream, with Persicaria, Cuphea, Cestrum, Heteranthera, and scattered shrubs, rich forest of Oaks, Pines, Styrax, etc on slopes above.	Persicaria, Cuphea, Cestrum, Heteranthera, Oaks, Pines, Styrax	Abundant in small clumps with spreading, weak culms. Usually in wetter openings.	19 deg 24'47.4"N	101 deg 17'49.9"W							Carex laevivaginata			1								FALSE		Mexico: Michoacan	CAREX_MOR_09032015B	CAREX_MOR_09032015A
spm00004491		Carex rzedowskii	Reznicek & S.González		urn:kew.org:wcs:taxon:230536	accepted		Reznicek			MOR	yes	silica dried material	8/20/2014	Anton Reznicek (MICH)	REZNICEK	Carex rzedowskii	Carex_MOR_3144	S. Gonzalez, Sergio Zamudio,  & A.A. Reznicek 12300	CIIDIR/MICH	S. Gonzalez, Sergio Zamudio,  A.A. Reznicek, Jorge Noriega Villa, Sergio Heynes Silerio, Raul Lopez Garcia	12300	MSX	Mexico	Michoacan			Mpio. Morelia. Loma Caliente, ca. 1km (air) NE	Ungrazed wet meadow along clear stream, with Glyceria, Rhynchospora corymbosa, R. kunthii, Juncus spp., Cyperus sp., Persicaria sp., Stachys sp., and many others. Very diverse.	Glyceria, Rhynchospora corymbosa, R. kunthii, Juncus spp., Cyperus sp., Persicaria sp., Stachys sp	4 clumps seen on upper part of meadow	19 deg 30' 48.1"N	101deg 12' 47.2"W							Carex rzedowskii			1					Carex_MOR-3144			FALSE		Mexico: Michoacan	CAREX_MOR_09032015B	CAREX_MOR_09032015A	YES- ok edited
spm00004493		Carex lagunensis	M.E.Jones		urn:kew.org:wcs:taxon:227906	accepted		Reznicek			MOR	yes	silica dried material	8/20/2014	Anton Reznicek (MICH)	REZNICEK	Carex|Carex lagunensis	Carex_MOR_3198	S. Gonzalez & A.A. Reznicek 12291	CIIDIR/MICH	S. Gonzalez & A.A. Reznicek, Jorge Noriega Villa, Sergio Heynes Silerio, Raul Lopez Garcia	12291	MXC	Mexico	Mexico			Mpio. Ocuilan de Arteaga. Parque Nacional Lagunas de Zempoala, along stream flowing into Lago Zempoala, along stream flowing into Lago Zempoala from the west.	Sunny seep above bank of stream.		Abundant in loose clumps; inflorescences consistently with a long bract.	19 deg 02' 55.2"N	99 deg 19'13.9"W							Carex lagunensis			1								FALSE		Mexico: Mexico	CAREX_MOR_09032015B	CAREX_MOR_09032015A
spm00004603		Carex turbinata	Liebm.		urn:kew.org:wcs:taxon:231749	accepted		AA Reznicek	2014		MOR	yes	dried	10/1/2014	Anton Reznicek (MICH)	REZNICEK	Carex turbinata	Carex_MOR_3199	S. Gonzalez 8243 con L.Ruacho, M. Fishbein and A. McDonnell	CIIDIR 43669, IEB, MEXU, MICH	S. Gonzalez, L.Ruacho, M. Fishbein and A. McDonnell	8243	MXE	Mexico	Chihuahua							30 deg 5'3" N	108 deg 17'20"W		2020m					Carex turbinata			1								FALSE		Mexico: Chihuahua	CAREX_MOR_09032015B	CAREX_MOR_09032015A
spm00004604		Carex lagunensis	M.E.Jones		urn:kew.org:wcs:taxon:227906	accepted		AA Reznicek	2014		MOR	yes	dried	10/1/2014	Anton Reznicek (MICH)	REZNICEK	Carex lagunensis	Carex_MOR_3200	S. Gonzalez 8251 con L.Ruacho, M. Fishbein and A. McDonnell	CIIDIR 44000, IEB, MEXU, MICH	S. Gonzalez, L.Ruacho, M. Fishbein and A. McDonnell	8251	MXE	Mexico	Chihuahua							30 deg 1'2" N	108deg 18'47"W		2093m					Carex lagunensis			1								FALSE		Mexico: Chihuahua		CAREX_MOR_09032015A
spm00004605		Carex percostata	F.J.Herm.		urn:kew.org:wcs:taxon:229653	accepted		AA Reznicek	2014		MOR	yes	dried	10/1/2014	Anton Reznicek (MICH)	REZNICEK	Carex percostata	Carex_MOR_3201	S. Gonzalez 8250 con L.Ruacho, M. Fishbein and A. McDonnell	CIIDIR 43999, IEB, MEXU, MICH	S. Gonzalez, L.Ruacho, M. Fishbein and A. McDonnell	8250	MXE	Mexico	Chihuahua							30 deg 1'2" N	108deg 18'47"W		2093m					Carex percostata			1								FALSE		Mexico: Chihuahua	CAREX-MOR-10022015	CAREX_MOR_09032015A
spm00004606		Carex - Carex sp. nov. near Carex marianensis	#N/A	Carex sp. nov. near Carex marianensis	#N/A	#N/A	#N/A	AA Reznicek	2014		MOR	yes	dried	10/1/2014	Anton Reznicek (MICH)	REZNICEK	Carex sp. nov. near Carex marianensis	Carex_MOR_3202	S. Gonzalez 8247 con L.Ruacho, M. Fishbein and A. McDonnell	CIIDIR 41921, IEB, MEXU, MICH	S. Gonzalez, L.Ruacho, M. Fishbein and A. McDonnell	8247	MXE	Mexico	Chihuahua							30 deg 1'2" N	108deg 18'47"W		2093m					Carex - Carex sp. nov. near Carex marianensis			1								FALSE		Mexico: Chihuahua
spm00005150	Filifoliae	Carex filifolia var. filifolia	0		urn:kew.org:wcs:taxon:226524	accepted					MOR	processing	NCBI sequences downloaded		STARR_FORD	STARR_FORD	Carex filifolia						MAN	Canada	Manitoba															Carex filifolia	Sequenced for 2 nrDNA and 0 cpDNA regions [Starr DNA number: n/a]		1	Sequences downloaded from NCBI based upon Genbank accession numbers provided by owner							TRUE	Carex_filifolia_var_filifolia|MAN|spm00005150	Canada: Manitoba	AY244530	concat_AF027433_ AF027473		Global biogeography of Carex (Martin-Bravo et al.)	yes
spm00005555	Schiedeanae	Carex distachya	Desf.		urn:kew.org:wcs:taxon:226080	accepted					MOR	yes	herbarium sheet		Tamara Maria Villaverde Hidalgo	HIDALGO	Carex distachya		Jiménez-Mejías 114PJM12; Spain, Ávila (UPOS-5410)		Jiménez-Mejías	114PJM12	SPA	Spain	Ávila															Carex distachya	Material shipped to MOR for use in RAD seq project		0	RAD SEQ							FALSE		Spain: Ávila	NA	x	x		NO-RAD-SEQ
spm00006339	Filifoliae	Carex longissima	M.E.Jones		urn:kew.org:wcs:taxon:228297	accepted					MOR	yes	herbarium	8/3/2015	Anton Reznicek	REZNICEK	Carex longissima	Carex-MOR-3251	CIIDIR (Leon de la Luz 10247)	CIIDIR	Leon de la Luz	10247	MXN	Mexico	Baja California Sur															Carex longissima			1								FALSE		Mexico: Baja California Sur	NA	x	x		PCR failed at all 3 regions
spm00006340		Carex thurberi	Dewey ex Torr.		urn:kew.org:wcs:taxon:231563	accepted					MOR	yes	herbarium	8/3/2015	Anton Reznicek	REZNICEK	Carex thurberi	Carex-MOR-3252	CIIDIR (S.Gonzalez 6312)	CIIDIR	S. Gonzalez	6312	MXE	Mexico	Durango	Ejido Navajas						23 49' 41"	105 07'51"							Carex thurberi	I believe 23 49 41 105 01 51 refer to lat and long.		1								FALSE		Mexico: Durango	CAREX-MOR-10022015	?	x
spm00006341		Carex senta	Boott		urn:kew.org:wcs:taxon:230835	accepted					MOR	yes	herbarium	8/3/2015	Anton Reznicek	REZNICEK	Carex senta	Carex-MOR-3253	CIIDIR (R. spellenberg 12008)	CIIDIR	R. Spellenberg	12008	MXE	Mexico	Chihuahua	Cascada de Basaseachi														Carex senta			1								FALSE		Mexico: Chihuahua	CAREX-MOR-10022015	CAREX_MOR_02052016C	x
spm00006342	Schiedeanae	Carex angustilepis	#N/A		#N/A	#N/A	#N/A				MOR	yes	herbarium	8/3/2015	Anton Reznicek	REZNICEK	Carex angustilepis	Carex-MOR-3254	Reznicek 11077		Reznicek	11077																	Schiedeanae	Carex angustilepis			1								FALSE		 	x	CAREX_MOR_02052016C	x	Schiedeanae
spm00006343	Schiedeanae	Carex angustilepis	#N/A		#N/A	#N/A	#N/A				MOR	yes	herbarium	8/3/2015	Anton Reznicek	REZNICEK	Carex angustilepis	Carex-MOR-3255	Gonzalez & Reznicek 10262		Gonzalez & Reznicek	10262																	Schiedeanae	Carex angustilepis			1								FALSE		 	CAREX-MOR-10022015	?	x	Schiedeanae
spm00006344	Schiedeanae	Carex angustilepis	#N/A		#N/A	#N/A	#N/A				MOR	yes	herbarium	8/3/2015	Anton Reznicek	REZNICEK	Carex angustilepis	Carex-MOR-3256	Reznicek 11083		Reznicek	11083																	Schiedeanae	Carex angustilepis			1								FALSE		 	x	x	x	Schiedeanae	PCR failed at all 3 regions
spm00006345	Schiedeanae	Carex dentata	#N/A		#N/A	#N/A	#N/A				MOR	yes	herbarium	8/3/2015	Anton Reznicek	REZNICEK	Carex dentata	Carex-MOR-3257	Gonzalez & Reznicek 10277		Gonzalez & Reznicek	10277																	Schiedeanae	Carex dentata			1								FALSE		 	CAREX-MOR-10022015	CAREX_MOR_02052016C	x	Schiedeanae
spm00006346	Schiedeanae	Carex dentata	#N/A		#N/A	#N/A	#N/A				MOR	yes	herbarium	8/3/2015	Anton Reznicek	REZNICEK	Carex dentata	Carex-MOR-3258	Gonzalez & Reznicek 10244		Gonzalez & Reznicek	10244 (or 10249?)																	Schiedeanae	Carex dentata			1								FALSE		 	x	x	x	Schiedeanae
spm00006347	Schiedeanae	Carex dentata	#N/A		#N/A	#N/A	#N/A				MOR	yes	herbarium	8/3/2015	Anton Reznicek	REZNICEK	Carex dentata	Carex-MOR-3259	Gonzalez & Reznicek 10253		Gonzalez & Reznicek	10253																	Schiedeanae	Carex dentata			1								FALSE		 	CAREX-MOR-10022015	CAREX_MOR_02052016C	x	Schiedeanae
spm00006348	Schiedeanae	Carex dentata	#N/A		#N/A	#N/A	#N/A				MOR	yes	herbarium	8/3/2015	Anton Reznicek	REZNICEK	Carex dentata	Carex-MOR-3260	Gonzalez & Reznicek 10275		Gonzalez & Reznicek	10275																	Schiedeanae	Carex dentata			1								FALSE		 	CAREX-MOR-10022015	CAREX_MOR_02052016C	x	Schiedeanae
spm00006349	Schiedeanae	Carex gypsophila	#N/A		#N/A	#N/A	#N/A				MOR	yes	herbarium	8/3/2015	Anton Reznicek	REZNICEK	Carex gypsophila	Carex-MOR-3261	Gonzalez & Reznicek 10260		Gonzalez & Reznicek	10260																	Schiedeanae	Carex gypsophila			1								FALSE		 	CAREX-MOR-10022015	?	x	Schiedeanae
spm00006350	Schiedeanae	Carex gypsophila	#N/A		#N/A	#N/A	#N/A				MOR	yes	herbarium	8/3/2015	Anton Reznicek	REZNICEK	Carex gypsophila	Carex-MOR-3262	Gonzalez & Reznicek 10258		Gonzalez & Reznicek	10258																	Schiedeanae	Carex gypsophila			1								FALSE		 	x	x	x	Schiedeanae	PCR failed at all 3 regions
